"","gutenberg_id","text","title","author","gutenberg_bookshelf","language"
"1",1461,"A LEGEND OF MONTROSE","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"2",1461,"","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"3",1461,"by","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"4",1461,"","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"5",1461,"Sir Walter Scott","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"6",1461,"","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"7",1461,"","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"8",1461,"","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"9",1461,"","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"10",1461,"CONTENTS.","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"11",1461,"","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"12",1461,"     I.      Introduction to A LEGEND OF MONTROSE.","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"13",1461,"     II.     Introduction (Supplement).  Sergeant More M'Alpin.","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"14",1461,"     III.    Main text of A LEGEND OF MONTROSE.","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"15",1461,"     IV.     Appendix    No. I       Clan Alpin's Vow.","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"16",1461,"     No. II      The Children of the Mist.","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"17",1461,"     V.      Notes       Note I      Fides et Fiducia sunt relativa.","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"18",1461,"     Note II     Wraiths.","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"19",1461,"","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"20",1461,"     Note: Footnotes in the printed book have been inserted in the","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"21",1461,"     etext in square brackets (""[]"") close to the place where","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"22",1461,"     they were referenced by a suffix in the original text.","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"23",1461,"","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"24",1461,"","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"25",1461,"","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"26",1461,"I. INTRODUCTION TO A LEGEND OF MONTROSE.","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"27",1461,"","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
"28",1461,"The Legend of Montrose was written chiefly with a view to place before","A Legend of Montrose","Scott, Walter","Historical Fiction","en"
