"","gutenberg_id","text","title","author","gutenberg_bookshelf","language"
"1",4058,"MARIUS THE EPICUREAN, VOLUME TWO","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"2",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"3",4058,"WALTER HORATIO PATER","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"4",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"5",4058,"London: 1910. (The Library Edition.)","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"6",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"7",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"8",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"9",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"10",4058,"NOTES BY THE E-TEXT EDITOR:","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"11",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"12",4058,"Notes: The 1910 Library Edition employs footnotes, a style inconvenient","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"13",4058,"in an electronic edition.  I have therefore placed an asterisk","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"14",4058,"immediately after each of Pater's footnotes and a + sign after my own","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"15",4058,"notes, and have listed each chapter's notes at that chapter's end.","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"16",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"17",4058,"Pagination and Paragraphing: To avoid an unwieldy electronic copy, I","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"18",4058,"have transferred original pagination to brackets.  A bracketed numeral","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"19",4058,"such as [22] indicates that the material immediately following the","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"20",4058,"number marks the beginning of the relevant page.  I have preserved","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"21",4058,"paragraph structure except for first-line indentation.","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"22",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"23",4058,"Hyphenation: I have not preserved original hyphenation since an e-text","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"24",4058,"does not require line-end or page-end hyphenation.","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"25",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"26",4058,"Greek typeface: For this full-text edition, I have transliterated","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"27",4058,"Pater's Greek quotations.  If there is a need for the original Greek,","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"28",4058,"it can be viewed at my site, http://www.ajdrake.com/etexts, a","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"29",4058,"Victorianist archive that contains the complete works of Walter Pater","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"30",4058,"and many other nineteenth-century texts, mostly in first editions.","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"31",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"32",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"33",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"34",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"35",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"36",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"37",4058,"MARIUS THE EPICUREAN, VOLUME TWO","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"38",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"39",4058,"WALTER PATER","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"40",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"41",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"42",4058,"    Cheimerinos oneiros, hote mekistai hai vyktes.+","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"43",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"44",4058,"    +""A winter's dream, when nights are longest.""","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"45",4058,"    Lucian, The Dream, Vol. 3.","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"46",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"47",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"48",4058,"    CONTENTS","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"49",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"50",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"51",4058,"    PART THE THIRD","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"52",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"53",4058,"    15. Stoicism at Court: 3-13","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"54",4058,"    16. Second Thoughts: 14-28","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"55",4058,"    17. Beata Urbs: 29-40","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"56",4058,"    18. ""The Ceremony of the Dart"": 41-56","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"57",4058,"    19. The Will as Vision: 57-72","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"58",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"59",4058,"    PART THE FOURTH","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"60",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"61",4058,"    20. Two Curious Houses--1. Guests: 75-91","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"62",4058,"    21. Two Curious Houses--2. The Church in Cecilia's House: 92-108","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"63",4058,"    22. ""The Minor Peace of the Church"": 109-127","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"64",4058,"    23. Divine Service: 128-140","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"65",4058,"    24. A Conversation Not Imaginary: 141-171","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"66",4058,"    25. Sunt Lacrimae Rerum: 172-185","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"67",4058,"    26. The Martyrs: 186-196","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"68",4058,"    27. The Triumph of Marcus Aurelius: 197-207","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"69",4058,"    28. Anima Naturaliter Christiana: 208-224","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"70",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"71",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"72",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"73",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"74",4058,"PART THE THIRD","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"75",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"76",4058,"CHAPTER XV: STOICISM AT COURT","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"77",4058,"","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
"78",4058,"[3] THE very finest flower of the same company--Aurelius with the","Marius the Epicurean — Volume 2","Pater, Walter","Historical Fiction","en"
